btle,date,press,fluo,depth,fluo_volt,temp,fuco,peri,hex,but,allo,tchlb,zea,dvchla,chla,tchla,phytinea,profile,ze,wdp,micro,nano,pico,amicro,anano,apico,microfluo,nanofluo,picofluo,optical_layer,ratio
10,2014-07-15,10.083,0.1903,10,1.2414,18.7962,0.0051,0.0037,0.015,0.0055,8e-4,0.0088,0.022,0.0071,0.0658,0.0729,0,39,73.93219884375135,0.076902,0.14772047541026245,0.4174143715378014,0.5109359964630309,0.018249469210130806,0.08242711260259415,0.1268875329470841,1.9652529751572876e-4,0.002508216456401714,0.004726209649400443,1.270512717338045,2.6104252400548695
11,2014-07-15,4.788,0.1844,5,1.2288,21.153,0.0049,0.0031,0.0124,0.004,5e-4,0.0088,0.0139,0.0014,0.0601,0.0616,0,39,73.93219884375135,0.057925,0.18119982736296936,0.43511437203280107,0.46717306862321967,0.01730003742903885,0.08497420234393052,0.1329489877341261,1.931014498037085e-4,0.0022775673962190384,0.0038259874927183135,1.1352563586690225,2.9935064935064934
1,2014-07-16,200.025,0.1644,200,1.1836,13.5844,0,0,0,0,0,0,0,0,0.0018,0.0018,0,40,75.50385843864572,0,NaN,NaN,NaN,0.13293889991930874,0.026596747523001372,0.022396590046575297,NaN,NaN,NaN,6.297636550389401,91.33333333333333
2,2014-07-16,150.028,0.1635,150,1.1815,13.5282,0,0,0,0,0,0,0,0,0.0022,0.0022,0,40,75.50385843864572,0,NaN,NaN,NaN,0.07878617610854548,0.03583005085082894,0.035369115933865304,NaN,NaN,NaN,4.973227412792051,74.31818181818181
3,2014-07-16,80.279,0.1865,80,1.2334,13.3096,0.009,0.0018,0.0105,0.007,0,0.0028,5e-4,0,0.0319,0.0319,0.0018,40,75.50385843864572,0.037283000000000004,0.42099616447174304,0.6167690368264356,0.07207038060241933,0.03787626453455585,0.05437933294949288,0.06705689347165869,5.086698107847274e-4,0.0010699096929280766,1.5416682512113468e-4,3.1190546201557607,5.846394984326019
4,2014-07-16,69.947,0.222,70,1.303,13.2285,0.0297,0.0035,0.0639,0.0298,7e-4,0.0109,0.0013,0,0.1407,0.1407,0.0026,40,75.50385843864572,0.16436,0.30148454611827696,0.7924373326843513,0.057702604039912384,0.03411353532504041,0.05771884803088384,0.07347369665535991,0.001447057812554118,0.006435416796074426,5.965150441012185e-4,2.8541727926362905,1.5778251599147122
5,2014-07-16,60.222,0.3176,60,1.4489,13.3132,0.0721,0.0086,0.1603,0.1084,0.0036,0.0328,0.0052,0,0.3966,0.3966,0.0039,40,75.50385843864572,0.45825600000000005,0.26270905345483747,0.8071929227331447,0.0665217694912887,0.030724605677813478,0.06126344766138457,0.08050453608450336,0.0032012092811002707,0.019612433717127512,0.0021239136427123706,2.5892909651168203,0.8008068582955118
6,2014-07-16,50.162,0.427,50,1.5717,13.3582,0.0792,0.0205,0.2978,0.1827,0.0078,0.0809,0.0396,0,0.7713,0.7713,0,40,75.50385843864572,0.8153590000000001,0.17466171342929923,0.8259821747230361,0.14179888858772638,0.02767234134669711,0.06502572638578932,0.08820817006909532,0.00372792317486569,0.041426593105832125,0.009647281936343448,2.3244091375973506,0.5536107869830157
7,2014-07-16,40.534,0.2641,41,1.3735,13.6492,0.0201,0.0064,0.0702,0.0579,0.0049,0.0236,0.0601,0,0.3073,0.3073,0.0028,40,75.50385843864572,0.30548100000000006,0.12191920283094528,0.6173215355455821,0.350381856809425,0.025185439603546644,0.06860892477193004,0.09576976619880796,9.435919134751003e-4,0.013015312535285829,0.010311755268183537,2.0860154928298273,0.8594207614708753
8,2014-07-16,28.846,0.2052,29,1.2715,14.3293,0.0133,0.0047,0.0305,0.027,0.0027,0.0098,0.0469,0,0.1711,0.1711,0.0018,40,75.50385843864572,0.177313,0.14139967176687554,0.4881480771291445,0.4375370108226695,0.022213707131476024,0.07369553019979777,0.10686969750813727,5.374269644965839e-4,0.006155208095703541,0.008000541551984413,1.7681572998064632,1.1992986557568672
9,2014-07-16,19.881,0.1941,20,1.2493,15.4819,0.0067,0.0034,0.0169,0.0105,0.0014,0.0066,0.0337,0.0077,0.0881,0.0958,0.0011,40,75.50385843864572,0.105379,0.12886818056728572,0.40756697254671237,0.5261105153778267,0.020217370562228863,0.07775647222312916,0.11603104265823037,2.495949978280256e-4,0.0030359949240737765,0.005848125528333276,1.5297636550389402,2.026096033402923
10,2014-07-16,10.061,0.1818,10,1.2233,17.1542,0.0046,0.0031,0.0139,0.0045,0.0018,0.0088,0.0244,0.0096,0.0761,0.0857,0,40,75.50385843864572,0.081742,0.12267867191896456,0.41862200582319986,0.5250177387389592,0.01820892301100077,0.08253161192383264,0.12713427642572042,1.9144064436990606e-4,0.002960896343076186,0.00572028220287354,1.2648818275194702,2.121353558926488
11,2014-07-16,4.721,0.1871,5,1.2346,21.4377,0.0047,0.0027,0.0096,0.0031,5e-4,0.0106,0.0272,0.0015,0.0776,0.079,0,40,75.50385843864572,0.074516,0.13173009823393636,0.26917708948413765,0.6493370551290998,0.017280808354368515,0.08502804951619047,0.13307819019697725,1.7983580398454063e-4,0.001808120628569222,0.00682659540982882,1.132440913759735,2.3683544303797466
1,2014-07-18,200.529,0.1671,201,1.1898,13.788,0,0,0,0,0,0,0,0,9e-4,9e-4,0,41,95.30256833689255,0,NaN,NaN,NaN,0.08678626690939419,0.03390961138850332,0.032504223815772754,NaN,NaN,NaN,5.218060091935443,185.66666666666666
2,2014-07-18,150.512,0.1641,151,1.183,13.7351,0,0,0,0,0,0,0,0,0.0022,0.0022,0,41,95.30256833689255,0,NaN,NaN,NaN,0.05733888278141709,0.042939350672744174,0.046682762204823945,NaN,NaN,NaN,4.168791412349512,74.59090909090908
3,2014-07-18,80.329,0.1752,80,1.2087,13.5783,0.0035,0.0011,0.005,0.0019,0,0.0023,5e-4,0,0.0144,0.0144,0,41,95.30256833689255,0.016352000000000002,0.39579256360078274,0.5802348336594911,0.14322407045009783,0.0318307372483318,0.06004154375581733,0.07805564624495674,1.814165149942104e-4,5.016700102149465e-4,1.6098404222614462e-4,2.67882988733749,12.166666666666666
4,2014-07-18,69.824,0.1887,70,1.2381,13.4667,0.0082,0.0025,0.0273,0.0105,0,0.0074,0.001,0,0.0568,0.0568,0,41,95.30256833689255,0.06299400000000001,0.23957837254341682,0.8244118487474997,0.10502587548020444,0.029298564438590604,0.06294458609152451,0.08391656006569327,3.9869637552797875e-4,0.002947480515018841,5.006016986889987e-4,2.4689761514203035,3.322183098591549
5,2014-07-18,59.858,0.2689,60,1.3808,13.408,0.0324,0.0041,0.111,0.0633,0.0012,0.039,0.0088,0.0161,0.2299,0.2459,0,41,95.30256833689255,0.28916000000000003,0.1878406418591783,0.8228524000553327,0.1390164614746161,0.02696782897189206,0.06598799215334077,0.0902175485314632,0.0012456443932623092,0.013351971080907571,0.003084010020064606,2.2591224155031173,1.0935339568930458
6,2014-07-18,49.624,0.3432,50,1.4809,13.5191,0.0827,0.008,0.1895,0.1152,0.0043,0.0589,0.0245,0.0285,0.5,0.5285,0,41,95.30256833689255,0.564392,0.24162638733362626,0.7517629590780875,0.13755687536322272,0.024822506269259567,0.06917854860619514,0.09699165524248395,0.0031698227738643525,0.02748510250900052,0.007051177783128212,2.049268679585931,0.6493850520340587
7,2014-07-18,39.518,0.2339,40,1.3241,13.7878,0.0248,0.0052,0.0784,0.0321,0.0079,0.0298,0.0417,0.0152,0.2687,0.2839,0,41,95.30256833689255,0.28547100000000003,0.15228166784016586,0.6622248844891424,0.2926006494530092,0.02284784652593416,0.07252337025407464,0.10427440492240882,9.877755910316591e-4,0.013634802980903154,0.008662004367000735,1.839414943668745,0.8238816484677703
8,2014-07-18,30.049,0.1987,30,1.2587,14.3658,0.0076,0.0041,0.034,0.0111,0.002,0.0105,0.0328,0.0069,0.1275,0.1344,0,41,95.30256833689255,0.131403,0.11893183565063203,0.5499265617984369,0.4320525406573671,0.02103027330157718,0.07602991590573181,0.11210398971683758,3.361571146739973e-4,0.0056193809613128394,0.006509638944478257,1.6295612077515587,1.478422619047619
9,2014-07-18,19.982,0.194,20,1.2491,15.0823,0.0064,0.0035,0.0262,0.0076,0.0012,0.0068,0.0297,0.0087,0.0976,0.1064,0,41,95.30256833689255,0.10559900000000001,0.12503906286991354,0.5025994564342464,0.46912376064167266,0.019357290177742344,0.0797060050075083,0.12052146948030275,2.5753241386315413e-4,0.004262404725796341,0.006015801204070245,1.4197074718343725,1.8233082706766919
10,2014-07-18,9.754,0.1858,10,1.2318,16.9143,0.0052,0.0029,0.0185,0.0056,0,0.0054,0.0359,0.0154,0.0756,0.091,0,41,95.30256833689255,0.095147,0.11329836989080055,0.35363174876769626,0.6088999127665613,0.01781739484085635,0.08355983508036458,0.12957098710207535,1.8370004299645036e-4,0.002688996365165075,0.007179514409661312,1.2098537359171861,2.0417582417582416
11,2014-07-18,4.81,0.1883,5,1.2373,22.3411,0.0047,0.0025,0.0162,0.0046,0,0.0053,0.0307,0.0108,0.0701,0.081,0,41,95.30256833689255,0.082482,0.11677699376833736,0.3534589364952353,0.6063626003249194,0.017094012852166815,0.08555607256670876,0.1343474543983588,1.6169118201738242e-4,0.0024494852320311824,0.006598525015477812,1.104926867958593,2.3246913580246913
1,2014-08-10,200.526,0.1671,201,1.19,13.569,0,0,0.0023,0,0,0,0.001,0,0.0023,0.0023,0,42,53.124580359425146,0.004086,0,0.8499755261869799,0.36955457660303476,0.3258030900679217,0.01596149586646789,0.01023664536426473,0,3.12038259500144e-5,8.700898029880423e-6,8.566967257737161,72.65217391304348
2,2014-08-10,150.803,0.1764,151,1.2113,13.4502,0.0034,0,0.0027,6e-4,0,0,9e-4,0,0.0076,0.0076,0,42,53.124580359425146,0.010298999999999999,0.5150014564520827,0.4552869210602971,0.13195455869501893,0.15489661519597347,0.02437875535585489,0.019597281532939024,6.062670664332235e-4,8.435489633589544e-5,1.9653224835887697e-5,6.684637094120952,23.210526315789473
3,2014-08-10,82.67,0.2189,83,1.2974,13.4373,0.0257,0.0038,0.0719,0.0248,0.0022,0.0111,0.0026,0,0.1457,0.1457,0,42,53.124580359425146,0.17155700000000002,0.25407299031808667,0.8418484818456841,0.06752857650809935,0.056348178093376174,0.04336777357050957,0.04739884379405594,0.002085921350613239,0.005319375045536277,4.6635312869832134e-4,4.124668071602908,1.5024021962937544
4,2014-08-10,70.472,0.2614,70,1.3692,13.3676,0.0832,0.0138,0.0861,0.051,0.0051,0.036,0.021,0,0.3632,0.3632,0.0064,42,53.124580359425146,0.37197,0.38306315025405274,0.5551818695056052,0.15202838938624083,0.046443231270697084,0.04841623240303521,0.056117417036296524,0.006461578781802372,0.009762748597320374,0.0030986191999672363,3.6352622290626933,0.7197136563876652
5,2014-08-10,60.864,0.2975,61,1.4221,13.4353,0.0493,0.05,0.1863,0.0491,0.0069,0.034,0.0354,0,0.4782,0.4782,0,42,53.124580359425146,0.49168,0.24997559388219984,0.7413663358281809,0.15643101204035142,0.04062543639304776,0.052251627257130145,0.06307605808804226,0.004856296781095975,0.01852431909613245,0.004718424076185642,3.2964427996117753,0.6221246340443328
6,2014-08-10,50.588,0.4191,51,1.5639,13.5099,0.1588,0.0516,0.3167,0.0799,0.0084,0.042,0.0507,0,0.8246,0.8246,0,42,53.124580359425146,0.877259,0.3365026748086939,0.6839884230312826,0.12030312598673823,0.03501187625721571,0.056870547329651806,0.07182442852696055,0.009715099122760624,0.03207594716917696,0.007125123919744037,2.9199767668885337,0.5082464225078825
6,2014-08-10,50.588,0.4191,51,1.5639,13.5099,0.3637,0,0.2285,0.1479,0.0094,0.1356,0.0346,0,1.1936,1.1936,0,42,53.124580359425146,1.1650800000000001,0.4869811515089093,0.4643569540289079,0.1251502042778178,0.03501187625721571,0.056870547329651806,0.07182442852696055,0.020351027787047768,0.03152086825990024,0.010729081694569332,2.9199767668885337,0.351122654155496
7,2014-08-10,40.849,0.3754,41,1.5181,13.5812,0.0287,0.0146,0.0827,0.0218,0.0037,0.0357,0.0531,0,0.2819,0.2819,0,42,53.124580359425146,0.295638,0.1968759090509339,0.5576854125653671,0.35453493799849817,0.03017398920200551,0.061897768994990034,0.08178615927494752,0.0016746358450269035,0.009731042212270913,0.008173986750874659,2.5435107341652916,1.3316778999645265
8,2014-08-10,30.244,0.2807,30,1.3983,14.0491,0.0219,0.0122,0.0934,0.0406,0.0077,0.0236,0.0918,0.0163,0.3252,0.3414,0,42,53.124580359425146,0.38327000000000006,0.1184230438072377,0.572458058287891,0.4041589480001043,0.025620748355336814,0.06794247175857111,0.09434702540422313,0.0010358373034586115,0.013278485157426573,0.013017989814013411,2.129398098169726,0.8222026947861746
9,2014-08-10,20.633,0.2223,21,1.3036,15.1552,0.0102,0.0139,0.0656,0.0156,0.0034,0.0186,0.0462,0.0136,0.2078,0.2214,0,42,53.124580359425146,0.21700000000000003,0.13225806451612904,0.6050138248847926,0.380626728110599,0.022411319242309824,0.07332467920478657,0.1060461933053987,6.562468041617524e-4,0.009821845239784228,0.008936593050832949,1.790578668718808,1.0040650406504064
10,2014-08-10,9.687,0.1908,10,1.2424,22.7392,0.0087,0.0072,0.0269,0.0078,0.0022,0.0099,0.0326,0.0093,0.121,0.1303,0,42,53.124580359425146,0.12489700000000001,0.16170124182326234,0.4734701393948613,0.44882583248596836,0.01902946165898985,0.08048529093965773,0.12233295929902346,4.009445118677322e-4,0.0049653918642327734,0.007154276856410674,1.3764660327232419,1.464313123561013
11,2014-08-10,4.717,0.1799,5,1.2189,24.5511,0.0093,0.0079,0.018,0.0073,0.0016,0.0063,0.0291,0.0036,0.1075,0.1111,0,42,53.124580359425146,0.10535000000000001,0.20670147128618888,0.40157570004746074,0.45835785476981483,0.017665875896978152,0.0839673239201656,0.13054110935009694,4.0568859813451774e-4,0.0037462072178515516,0.006647617709633129,1.188233016361621,1.6192619261926193
11,2014-08-10,4.717,0.1799,5,1.2189,24.5511,0.0074,0.007,0.016,0.0061,0.0016,0.007,0.03,0.0039,0.0964,0.1003,0,42,53.124580359425146,0.099936,0.17995517130963817,0.38086375280179313,0.501621037463977,0.017665875896978152,0.0839673239201656,0.13054110935009694,3.188602920545638e-4,0.003207605043126092,0.006567861320400579,1.188233016361621,1.7936191425722832
1,2014-08-10,200.383,0.1715,200,1.2002,13.558,0,0,0,0,0,0,0,0,0,0,0,42,53.124580359425146,0,NaN,NaN,NaN,0.32099401399867494,0.016097274448474624,0.010370469568808788,NaN,NaN,NaN,8.52932065446484,Inf
2,2014-08-10,149.235,0.1693,149,1.1951,13.4548,0.002,0,0.0014,5e-4,0,0,0,0,0.0055,0.0055,0,42,53.124580359425146,0.005198,0.6002308580223163,0.504809542131589,0,0.15035760411421342,0.024795281703771335,0.02011302338998501,4.963710055020974e-4,6.884292142147515e-5,0,6.609343887576305,30.781818181818185
3,2014-08-10,81.913,0.2138,82,1.2878,13.3598,0.0321,0,0.0611,0.0361,0.0013,0.0334,0.0031,0,0.1663,0.1663,0.0047,42,53.124580359425146,0.189297,0.26453668045452383,0.714871339746536,0.14647353101211324,0.055516440509923486,0.04373668728946517,0.04801849137794031,0.002442304231067215,0.005199553134895022,0.0011696607370720714,4.087021468330583,1.285628382441371
4,2014-08-10,68.645,0.2445,69,1.3421,13.351,0.0677,0.0039,0.0546,0.032,0.0037,0.0743,0.0148,0,0.3055,0.3055,0.0071,42,53.124580359425146,0.294367,0.370965495452955,0.4512937931221911,0.2500789830381802,0.045757697465490244,0.048828091506767674,0.05685104298783785,0.005185717971332499,0.006731941368550525,0.0043433701851003275,3.597615625790369,0.8003273322422259
5,2014-08-10,60.429,0.3562,60,1.4963,13.3459,0.2055,0,0.1488,0.0612,0.0054,0.0325,0.0057,0,0.5687,0.5687,0.0105,42,53.124580359425146,0.606612,0.5284761923601906,0.5160333128919309,0.051156258036438446,0.04002577721265207,0.052696112655984395,0.06390065472092693,0.012029523620992919,0.015464630432057086,0.0018590338836165436,3.2587961963394516,0.6263407772111834
6,2014-08-10,50.708,0.516,51,1.6509,13.4214,0.1588,0.0516,0.3167,0.0799,0.0084,0.042,0.0507,0,0.8246,0.8246,0,42,53.124580359425146,0.877259,0.3365026748086939,0.6839884230312826,0.12030312598673823,0.03501187625721571,0.056870547329651806,0.07182442852696055,0.009715099122760624,0.03207594716917696,0.007125123919744037,2.9199767668885337,0.6257579432452098
6,2014-08-10,50.708,0.516,51,1.6509,13.4214,0.3637,0,0.2285,0.1479,0.0094,0.1356,0.0346,0,1.1936,1.1936,0,42,53.124580359425146,1.1650800000000001,0.4869811515089093,0.4643569540289079,0.1251502042778178,0.03501187625721571,0.056870547329651806,0.07182442852696055,0.020351027787047768,0.03152086825990024,0.010729081694569332,2.9199767668885337,0.43230563002680966
7,2014-08-10,40.367,1.0216,40,1.9405,13.5297,0.69,0.0392,0.5031,0.2332,0.0361,0.1814,0.0552,0,2.1124,2.1488,0.0192,42,53.124580359425146,2.2955980000000005,0.48460749660872676,0.5100305018561611,0.09083384808664233,0.02972860051844568,0.062424310578174366,0.0828553540470837,0.030957122707878534,0.0684141443093113,0.016172020596985987,2.5058641308929674,0.47542814594192107
8,2014-08-10,31.041,0.3543,31,1.4941,13.888,0.0527,0.0211,0.1822,0.0667,0.0128,0.0589,0.1234,0.0349,0.5635,0.5984,0,42,53.124580359425146,0.6621370000000001,0.1534788117866846,0.611045750350758,0.34279159750927674,0.026004593917616843,0.06736938514673878,0.09312953804340068,0.0023883066586018937,0.024633600656198674,0.019103335435725056,2.16704470144205,0.5920788770053476
9,2014-08-10,20.48,0.2191,20,1.2977,15.1079,0.0093,0.0134,0.0587,0.0134,0.003,0.0222,0.0463,0.0109,0.1968,0.2078,0,42,53.124580359425146,0.205879,0.13034840853122465,0.5668620888968763,0.4139858849129829,0.022080512867741757,0.07394842531554052,0.10743254078145392,5.980815881252073e-4,0.008710676527991405,0.009242020425390176,1.7529320654464837,1.0543792107795957
10,2014-08-10,10.577,0.2044,11,1.2699,22.0645,0.0098,0.0073,0.031,0.0088,0.0012,0.0104,0.0438,0.014,0.1257,0.1396,0,42,53.124580359425146,0.14477399999999999,0.15198861674057498,0.42511776976528937,0.5064030834265822,0.019314557718990762,0.07980640715028293,0.12075433155617254,4.0980877032889e-4,0.004736226206170965,0.008536591070867761,1.4141126359955662,1.4641833810888252
11,2014-08-10,5.147,0.1867,5,1.2337,24.5917,0.0093,0.0079,0.018,0.0073,0.0016,0.0063,0.0291,0.0036,0.1075,0.1111,0,42,53.124580359425146,0.10535000000000001,0.20670147128618888,0.40157570004746074,0.45835785476981483,0.017665875896978152,0.0839673239201656,0.13054110935009694,4.0568859813451774e-4,0.0037462072178515516,0.006647617709633129,1.188233016361621,1.6804680468046804
11,2014-08-10,5.147,0.1867,5,1.2337,24.5917,0.0074,0.007,0.016,0.0061,0.0016,0.007,0.03,0.0039,0.0964,0.1003,0,42,53.124580359425146,0.099936,0.17995517130963817,0.38086375280179313,0.501621037463977,0.017665875896978152,0.0839673239201656,0.13054110935009694,3.188602920545638e-4,0.003207605043126092,0.006567861320400579,1.188233016361621,1.8614157527417747
1,2014-08-11,199.396,0.1665,199,1.1884,13.535,0,0,0,0,0,0,0,0,0.0025,0.0025,0,43,49.72776232316207,0,NaN,NaN,NaN,0.3871044100568039,0.01446853163341117,0.008805668315564806,NaN,NaN,NaN,9.00341743858885,66.60000000000001
2,2014-08-11,146.814,0.1698,147,1.1962,13.4294,0.0032,0,0.0034,6e-4,0,0,0,0,0.009,0.009,0,43,49.72776232316207,0.009412,0.5303867403314918,0.6104972375690607,0,0.169456549802478,0.02316258250263017,0.018118330959872055,8.088975636980167e-4,1.272662336953906e-4,0,6.912072178254075,18.866666666666667
3,2014-08-11,80.122,0.2024,80,1.2659,13.317,0.0254,0,0.0741,0.0262,0.0013,0.0155,0.0015,0,0.139,0.139,0.0025,43,49.72776232316207,0.16854,0.23510145959416162,0.8594695621217516,0.07689569241723034,0.05845172384654593,0.04247175700208946,0.045905547266836294,0.0019101498973043759,0.005073942352644691,4.906614991596629e-4,4.2174542466688845,1.456115107913669
3,2014-08-11,80.122,0.2024,80,1.2659,13.317,0.0289,0,0.0934,0.0252,0,0.0119,0,0,0.1515,0.1515,0,43,49.72776232316207,0.183607,0.2455461937725686,0.9081244179143497,0.04472051719161034,0.05845172384654593,0.04247175700208946,0.045905547266836294,0.002174418643959642,0.005843300400206313,3.1101735208413026e-4,4.2174542466688845,1.335973597359736
4,2014-08-11,69.768,0.2373,70,1.33,13.3251,0.0806,0,0.1238,0.0523,0.0018,0.0206,0.0027,0,0.2939,0.2939,0,43,49.72776232316207,0.34466900000000006,0.36480217251914154,0.7222117451816088,0.053068306113981806,0.04986584001460145,0.04649440693556165,0.052738274046736706,0.005346383914237471,0.009868811310912657,8.225470029972705e-4,3.8152724658352737,0.807417488941817
4,2014-08-11,69.768,0.2373,70,1.33,13.3251,0.0459,0.0036,0.1279,0.0359,0,0.0207,0.0022,0,0.225,0.225,0,43,49.72776232316207,0.27238700000000005,0.27503515219155095,0.8434580211243562,0.06463230624075303,0.04986584001460145,0.04649440693556165,0.052738274046736706,0.003085843251954474,0.008823618105124359,7.669341627294249e-4,3.8152724658352737,1.0546666666666666
5,2014-08-11,60.347,0.31,60,1.439,13.3584,0.1478,0,0.2131,0.0882,0.0032,0.0422,0.0059,0,0.5547,0.5547,0,43,49.72776232316207,0.6125910000000001,0.3763816314637335,0.6972107001245529,0.06207567528742667,0.04254112345582717,0.05089805623495288,0.06058800548137728,0.008881688575850222,0.019684455528688683,0.0020862496393826433,3.4130906850016633,0.5588606453939067
5,2014-08-11,60.347,0.31,60,1.439,13.3584,0.1283,0.0048,0.184,0.0849,0.0019,0.0432,0.0073,0,0.4651,0.4651,0,43,49.72776232316207,0.5471929999999999,0.3738425016401892,0.6826805167463766,0.07461901011160597,0.04254112345582717,0.05089805623495288,0.06058800548137728,0.007396801575120941,0.016160881480449838,0.002102725003749838,3.4130906850016633,0.6665233283164911
6,2014-08-11,50.084,0.3405,50,1.4776,13.4043,0.2362,0.0136,0.1959,0.082,0.0087,0.133,0.0348,0,0.8936,0.8936,0.0123,43,49.72776232316207,0.8701100000000002,0.4378572824125685,0.48408706945098884,0.16586178759007478,0.0362923232488214,0.05571879069426249,0.06960611575870387,0.014200070735757605,0.024102845915441255,0.01031660734160985,3.010908904168053,0.3810429722470905
6,2014-08-11,50.084,0.3405,50,1.4776,13.4043,0.2172,0.014,0.1781,0.0748,0.0094,0.0883,0.032,0,0.7599,0.7599,0.0072,43,49.72776232316207,0.7818470000000001,0.44984760445458,0.4992626434583748,0.13972938439362176,0.0362923232488214,0.05571879069426249,0.06960611575870387,0.012406138550448555,0.021139134325491023,0.0073908023738256,3.010908904168053,0.44808527437820767
7,2014-08-11,39.974,0.8001,40,1.8363,13.5499,0.6096,0.0391,0.4052,0.1799,0.0274,0.1018,0.0395,0,1.8011,1.8327,0.0199,43,49.72776232316207,1.8856769999999998,0.5233918640360996,0.49153168861899477,0.06888083165886841,0.03096139969515838,0.060996113920339524,0.07996651007934695,0.029698802150985637,0.05494713697202478,0.010094804317236174,2.6087271233344422,0.43656899656244885
7,2014-08-11,39.974,0.8001,40,1.8363,13.5499,0.5588,0.0382,0.3987,0.1677,0.0242,0.0996,0.0411,0,1.7037,1.7345,0.015,43,49.72776232316207,1.771415,0.5119477931484152,0.5020003782287041,0.07383080757473544,0.03096139969515838,0.060996113920339524,0.07996651007934695,0.02749290081793991,0.05311051533235362,0.010240474155379544,2.6087271233344422,0.46128567310464114
8,2014-08-11,30.016,0.2643,30,1.3737,14.0361,0.052,0.0177,0.1278,0.0481,0.0062,0.037,0.0821,0,0.4313,0.4313,0,43,49.72776232316207,0.46886300000000003,0.2077451195765074,0.5797002535922007,0.31885860048670933,0.02641352730468927,0.06677327104599469,0.09186897824377854,0.0023666644627953616,0.016694968354979974,0.012634163125290967,2.2065453425008315,0.6127985161140737
8,2014-08-11,30.016,0.2643,30,1.3737,14.0361,0.0823,0.021,0.1516,0.0528,0.0082,0.0437,0.0873,0,0.5358,0.5358,0.0058,43,49.72776232316207,0.5726920000000001,0.25791874166218487,0.5624873404901761,0.2828326569953832,0.02641352730468927,0.06677327104599469,0.09186897824377854,0.0036501609280078203,0.020124176306590004,0.013921984596264043,2.2065453425008315,0.49328107502799545
9,2014-08-11,20.492,0.21,20,1.2807,15.0121,0.0119,0.0142,0.0705,0.0179,0.0027,0.0218,0.0551,0.0125,0.2333,0.2457,0,43,49.72776232316207,0.240049,0.13175643306158327,0.5735204062503905,0.40926227561872786,0.02253368489618592,0.07309760310312331,0.10554304739798369,7.294729672474655e-4,0.010300472998689449,0.010612959351117028,1.8043635616672211,0.8547008547008547
9,2014-08-11,20.492,0.21,20,1.2807,15.0121,0.0163,0.0154,0.0739,0.0181,0.0032,0.0209,0.0536,0,0.2535,0.2535,0.0029,43,49.72776232316207,0.251543,0.15741245035640028,0.5780761142230155,0.3790882672147506,0.02253368489618592,0.07309760310312331,0.10554304739798369,8.99185427709645e-4,0.010711890514480486,0.010142568197007812,1.8043635616672211,0.8284023668639053
10,2014-08-11,10.439,0.1885,10,1.2376,22.1236,0.0083,0.0076,0.0363,0.0092,0.0024,0.0134,0.0431,0.0145,0.1421,0.1565,0,43,49.72776232316207,0.15582700000000002,0.12796241986305323,0.4859042399584154,0.4769840913320541,0.019223746572857466,0.08002093495975664,0.12125240823397747,3.849770308914676e-4,0.006085113062642837,0.009051251017957548,1.4021817808336106,1.2044728434504792
10,2014-08-11,10.439,0.1885,10,1.2376,22.1236,0.0101,0.0068,0.0403,0.0098,0.001,0.0148,0.0492,0.0195,0.1401,0.1595,0.002,43,49.72776232316207,0.166448,0.13224550610400845,0.4544902912621359,0.5076900893972892,0.019223746572857466,0.08002093495975664,0.12125240823397747,4.05489528111466e-4,0.005800813716890053,0.009818604033163168,1.4021817808336106,1.1818181818181819
11,2014-08-11,5.202,0.179,5,1.2171,24.3355,0.0095,0.0062,0.0199,0.0079,0.0021,0.0103,0.034,0.0057,0.1202,0.1259,0,43,49.72776232316207,0.119397,0.17189711634295668,0.4035863547660327,0.4895181620978752,0.017755828445748804,0.0837247508355485,0.1299633043093052,3.8426892165035174e-4,0.0042541820244707445,0.008009682191286336,1.2010908904168054,1.42176330420969
11,2014-08-11,5.202,0.179,5,1.2171,24.3355,0.0091,0.0064,0.0257,0.0078,0.0012,0.01,0.0365,0.0113,0.114,0.1253,0.0013,43,49.72776232316207,0.124599,0.16118909461552663,0.42153628841322965,0.4977166750937006,0.017755828445748804,0.0837247508355485,0.1299633043093052,3.586143526882535e-4,0.0044222154956571075,0.00810501843423878,1.2010908904168054,1.4285714285714286
1,2014-08-11,199.633,0.1733,200,1.2042,13.4726,0,0,0,0,0,0,0,0,0.0034,0.0034,0,43,49.72776232316207,0,NaN,NaN,NaN,0.3933032520928737,0.014338192595046751,0.008684328608187117,NaN,NaN,NaN,9.043635616672212,50.97058823529412
2,2014-08-11,149.967,0.1757,150,1.2096,13.4607,0.0035,0,0.0023,4e-4,0,0,0,0,0,0,0,43,49.72776232316207,0.008444,0.6466129796305069,0.45961629559450495,0,0.17772831157984897,0.022542227777664813,0.01737960755221707,0,0,0,7.032726712504157,Inf
3,2014-08-11,80.154,0.2129,80,1.2862,13.3259,0.0254,0,0.0741,0.0262,0.0013,0.0155,0.0015,0,0.139,0.139,0.0025,43,49.72776232316207,0.16854,0.23510145959416162,0.8594695621217516,0.07689569241723034,0.05845172384654593,0.04247175700208946,0.045905547266836294,0.0019101498973043759,0.005073942352644691,4.906614991596629e-4,4.2174542466688845,1.5316546762589927
